antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,rule_id
napkins,pastry,0.022121232373187194,0.0517275947336764,0.0017376194613379669,0.07854984894259819,1.5185289272972826,0.0005933413181282571,1.0291087414529612,15
pastry,napkins,0.0517275947336764,0.022121232373187194,0.0017376194613379669,0.03359173126614987,1.5185289272972826,0.0005933413181282571,1.0118692060737342,16
processed cheese,root vegetables,0.01015839069705273,0.06957160997126245,0.0010693042839002875,0.10526315789473686,1.5130188583851563,0.00036256868838923403,1.0398905535615302,17
root vegetables,processed cheese,0.06957160997126245,0.01015839069705273,0.0010693042839002875,0.015369836695485112,1.5130188583851563,0.00036256868838923403,1.0052927953993835,18
pip fruit,hard cheese,0.049054334023925686,0.01470293390362895,0.0010693042839002875,0.021798365122615806,1.4825860787713652,0.0003480616530599713,1.0072535466779058,19
hard cheese,pip fruit,0.01470293390362895,0.049054334023925686,0.0010693042839002875,0.07272727272727274,1.482586078771365,0.0003480616530599713,1.0255296397781195,20
yogurt,soft cheese,0.08587850030074183,0.010024727661565194,0.0012697988371315912,0.014785992217898832,1.4749520103761349,0.0004088902596330097,1.0048327211334034,21
soft cheese,yogurt,0.010024727661565194,0.08587850030074183,0.0012697988371315912,0.12666666666666665,1.4749520103761347,0.0004088902596330097,1.0467040072892269,22
curd,sausage,0.03368308494285905,0.06034886052262247,0.0029405867807257902,0.08730158730158731,1.446615338641917,0.0009078509855375443,1.0295308136882573,23
sausage,curd,0.06034886052262247,0.03368308494285905,0.0029405867807257902,0.04872646733111849,1.4466153386419167,0.0009078509855375443,1.0158139398097767,24
detergent,yogurt,0.008621265788946068,0.08587850030074183,0.0010693042839002875,0.12403100775193798,1.4442614544686756,0.00032892290725150737,1.043554632400038,25
yogurt,detergent,0.08587850030074183,0.008621265788946068,0.0010693042839002875,0.012451361867704281,1.4442614544686756,0.00032892290725150737,1.0038783872822727,26
sugar,bottled water,0.01771035220209851,0.06068301811134131,0.0014702933903628951,0.0830188679245283,1.368074141800349,0.00039557576692471775,1.0243580255164384,27
bottled water,sugar,0.06068301811134131,0.01771035220209851,0.0014702933903628951,0.024229074889867842,1.368074141800349,0.00039557576692471775,1.006680587133741,28
canned beer,white bread,0.04691572545612511,0.023992514870012697,0.0015371249081066632,0.03276353276353276,1.3655730939853503,0.0004114986674631483,1.0090681215924169,29
white bread,canned beer,0.023992514870012697,0.04691572545612511,0.0015371249081066632,0.06406685236768803,1.3655730939853503,0.0004114986674631483,1.0183251623846759,30
brown bread,canned beer,0.03762614448974136,0.04691572545612511,0.0024059346387756467,0.06394316163410303,1.3629366489046777,0.0006406767739224465,1.0181906006986747,31
canned beer,brown bread,0.04691572545612511,0.03762614448974136,0.0024059346387756467,0.05128205128205129,1.3629366489046775,0.0006406767739224465,1.0143940639162186,32
chewing gum,yogurt,0.012029673193878232,0.08587850030074183,0.001403461872619127,0.11666666666666667,1.358508430609598,0.0003703715796208294,1.0348545279614243,33
yogurt,chewing gum,0.08587850030074183,0.012029673193878232,0.001403461872619127,0.016342412451361865,1.3585084306095978,0.0003703715796208294,1.0043843907799574,34
sausage,"rolls/buns, whole milk",0.06034886052262247,0.013967787208447505,0.0011361358016440553,0.018826135105204873,1.3478251654506244,0.0002931957595917866,1.0049515667615936,35
"rolls/buns, whole milk",sausage,0.013967787208447505,0.06034886052262247,0.0011361358016440553,0.08133971291866028,1.3478251654506244,0.0002931957595917866,1.022849417451937,36
whole milk,"rolls/buns, sausage",0.15792287642852368,0.005346521419501437,0.0011361358016440553,0.007194244604316547,1.345593525179856,0.0002917977601896749,1.0018611124832557,37
"rolls/buns, sausage",whole milk,0.005346521419501437,0.15792287642852368,0.0011361358016440553,0.2125,1.345593525179856,0.0002917977601896749,1.0693042839002875,38
sausage,sliced cheese,0.06034886052262247,0.014034618726191272,0.0011361358016440553,0.018826135105204873,1.34140695037705,0.0002891625536489528,1.004883452923532,39
sliced cheese,sausage,0.014034618726191272,0.06034886052262247,0.0011361358016440553,0.08095238095238094,1.3414069503770498,0.0002891625536489528,1.022418338291447,40
beef,frozen vegetables,0.03395041101383412,0.028002405934638777,0.0012697988371315912,0.03740157480314961,1.3356557608103283,0.00031910564627437687,1.0097643717488824,41
frozen vegetables,beef,0.028002405934638777,0.03395041101383412,0.0012697988371315912,0.045346062052505964,1.3356557608103283,0.00031910564627437687,1.0119369444630086,42
margarine,frankfurter,0.03221279155249616,0.037759807525228894,0.001603956425850431,0.04979253112033195,1.318664855138986,0.0003876076169778569,1.0126632593293443,43
frankfurter,margarine,0.037759807525228894,0.03221279155249616,0.001603956425850431,0.04247787610619469,1.3186648551389857,0.0003876076169778569,1.0107204672326058,44
processed cheese,rolls/buns,0.01015839069705273,0.11000467820624206,0.0014702933903628951,0.14473684210526316,1.315733516659206,0.0003528228906403267,1.0406099147127017,45
rolls/buns,processed cheese,0.11000467820624206,0.01015839069705273,0.0014702933903628951,0.013365735115431349,1.3157335166592057,0.0003528228906403267,1.0032507936654256,46
citrus fruit,candy,0.05313105660629553,0.014368776314910112,0.0010024727661565194,0.018867924528301886,1.3131197893813076,0.0002390444984058318,1.0045856702944185,47
candy,citrus fruit,0.014368776314910112,0.05313105660629553,0.0010024727661565194,0.06976744186046512,1.3131197893813076,0.0002390444984058318,1.0178841141482322,48
packaged fruit/vegetables,rolls/buns,0.00848760275345853,0.11000467820624206,0.0012029673193878234,0.14173228346456695,1.2884205087972755,0.0002692913097512037,1.0369670263101582,49
rolls/buns,packaged fruit/vegetables,0.11000467820624206,0.00848760275345853,0.0012029673193878234,0.010935601458080195,1.2884205087972753,0.0002692913097512037,1.0024750650293657,50
rolls/buns,seasonal products,0.11000467820624206,0.007084140880839404,0.0010024727661565194,0.00911300121506683,1.2863946903872168,0.00022318412819209666,1.002047519380833,51
seasonal products,rolls/buns,0.007084140880839404,0.11000467820624206,0.0010024727661565194,0.14150943396226415,1.2863946903872165,0.00022318412819209666,1.0366978473641575,52
margarine,beef,0.03221279155249616,0.03395041101383412,0.001403461872619127,0.043568464730290454,1.2832971215734963,0.0003098243595089187,1.0100561863152537,53
beef,margarine,0.03395041101383412,0.03221279155249616,0.001403461872619127,0.04133858267716536,1.2832971215734963,0.0003098243595089187,1.0095193057316878,54
newspapers,beef,0.038895943326872955,0.03395041101383412,0.001670787943594199,0.0429553264604811,1.2652373028113755,0.0003502546808760638,1.0094090857988305,55
beef,newspapers,0.03395041101383412,0.038895943326872955,0.001670787943594199,0.04921259842519685,1.2652373028113755,0.0003502546808760638,1.0108506434574505,56
dessert,curd,0.02359152576355009,0.03368308494285905,0.0010024727661565194,0.042492917847025496,1.2615506542560369,0.000207837399931214,1.0092008018200318,57
curd,dessert,0.03368308494285905,0.02359152576355009,0.0010024727661565194,0.029761904761904764,1.2615506542560369,0.000207837399931214,1.006359654427752,58
frozen meals,sausage,0.016774710953685757,0.06034886052262247,0.0012697988371315912,0.07569721115537849,1.2543270991339184,0.00025746414548030207,1.0166053276242317,59
sausage,frozen meals,0.06034886052262247,0.016774710953685757,0.0012697988371315912,0.02104097452934662,1.2543270991339182,0.00025746414548030207,1.0043579592859975,60
yogurt,herbs,0.08587850030074183,0.010559379803515338,0.0011361358016440553,0.013229571984435798,1.2528739595133724,0.00022931210001221614,1.002705991287447,61
herbs,yogurt,0.010559379803515338,0.08587850030074183,0.0011361358016440553,0.10759493670886075,1.2528739595133722,0.00022931210001221614,1.0243347301594523,62
tropical fruit,cat food,0.0677671589921807,0.011829178640646929,0.0010024727661565194,0.014792899408284025,1.250543242068666,0.00020084293646889094,1.0030082210794635,63
cat food,tropical fruit,0.011829178640646929,0.0677671589921807,0.0010024727661565194,0.08474576271186442,1.250543242068666,0.00020084293646889094,1.0185506966566915,64
oil,soda,0.014903428456860256,0.09710619528169484,0.001804450979081735,0.12107623318385649,1.246843549298035,0.000357235744983095,1.0272720329192961,65
soda,oil,0.09710619528169484,0.014903428456860256,0.001804450979081735,0.01858224363386098,1.246843549298035,0.000357235744983095,1.0037484701628205,66
butter,margarine,0.03522020985096572,0.03221279155249616,0.001403461872619127,0.039848197343453504,1.2370302424275825,0.0002689205942547966,1.0079522902210167,67
margarine,butter,0.03221279155249616,0.03522020985096572,0.001403461872619127,0.043568464730290454,1.2370302424275825,0.0002689205942547966,1.0087285441471463,68
tropical fruit,specialty chocolate,0.0677671589921807,0.015972732740760543,0.0013366303548753592,0.019723865877712035,1.2348460465615279,0.0002542036356926291,1.0038266086527856,69
specialty chocolate,tropical fruit,0.015972732740760543,0.0677671589921807,0.0013366303548753592,0.08368200836820083,1.2348460465615279,0.0002542036356926291,1.01736826027794,70
root vegetables,sliced cheese,0.06957160997126245,0.014034618726191272,0.0012029673193878234,0.01729106628242075,1.2320296418279129,0.00022655629927386789,1.0033137457536998,71
sliced cheese,root vegetables,0.014034618726191272,0.06957160997126245,0.0012029673193878234,0.08571428571428572,1.2320296418279126,0.00022655629927386789,1.0176560515939317,72
frankfurter,coffee,0.037759807525228894,0.03161130789280225,0.0014702933903628951,0.03893805309734514,1.231776085614324,0.0002766564887099333,1.0076235930765503,73
coffee,frankfurter,0.03161130789280225,0.037759807525228894,0.0014702933903628951,0.046511627906976744,1.231776085614324,0.0002766564887099333,1.0091787384491502,74
"sausage, whole milk",soda,0.008955423377664907,0.09710619528169484,0.0010693042839002875,0.11940298507462688,1.2296124333596987,0.00019967719255850386,1.0253200833241771,75
soda,"sausage, whole milk",0.09710619528169484,0.008955423377664907,0.0010693042839002875,0.011011699931176877,1.2296124333596985,0.00019967719255850386,1.002079171769139,76
sausage,grapes,0.06034886052262247,0.01443560783265388,0.0010693042839002875,0.017718715393134,1.2274311964234448,0.000198131800248182,1.0033423293428563,77
grapes,sausage,0.01443560783265388,0.06034886052262247,0.0010693042839002875,0.07407407407407408,1.2274311964234446,0.000198131800248182,1.0148232306355678,78
sausage,frozen vegetables,0.06034886052262247,0.028002405934638777,0.0020717770500568067,0.03433001107419712,1.2259664813919129,0.00038186376000943546,1.0065525544048408,79
frozen vegetables,sausage,0.028002405934638777,0.06034886052262247,0.0020717770500568067,0.07398568019093078,1.2259664813919129,0.00038186376000943546,1.0147263593840752,80
sausage,bottled beer,0.06034886052262247,0.04531176903027468,0.003341575887188398,0.05537098560354374,1.2220000849348451,0.0006070622579470671,1.0106488541215264,81
bottled beer,sausage,0.04531176903027468,0.06034886052262247,0.003341575887188398,0.07374631268436578,1.2220000849348451,0.0006070622579470671,1.0144641282892708,82
chicken,curd,0.027868742899151238,0.03368308494285905,0.0011361358016440553,0.0407673860911271,1.2103222184157438,0.0001974305673212442,1.0073853839470694,83
curd,chicken,0.03368308494285905,0.027868742899151238,0.0011361358016440553,0.033730158730158735,1.2103222184157438,0.0001974305673212442,1.006066023775827,84
onions,whipped/sour cream,0.02024994987636169,0.043707812604424245,0.0010693042839002875,0.05280528052805281,1.2081428326318873,0.0001842232694552867,1.009604643835747,85
whipped/sour cream,onions,0.043707812604424245,0.02024994987636169,0.0010693042839002875,0.02446483180428135,1.2081428326318873,0.0001842232694552867,1.0043205842960181,86
brown bread,beef,0.03762614448974136,0.03395041101383412,0.0015371249081066632,0.04085257548845471,1.2033013524286376,0.00025970183781403406,1.0071961455540952,87
beef,brown bread,0.03395041101383412,0.03762614448974136,0.0015371249081066632,0.045275590551181105,1.2033013524286376,0.00025970183781403406,1.008012203297343,88
butter milk,shopping bags,0.017576689166610975,0.04758404063356279,0.0010024727661565194,0.057034220532319393,1.1985997778442348,0.00016610287464900004,1.010021763360375,89
shopping bags,butter milk,0.04758404063356279,0.017576689166610975,0.0010024727661565194,0.021067415730337078,1.1985997778442345,0.00016610287464900004,1.0035658498039786,90
pork,brown bread,0.037091492347791216,0.03762614448974136,0.001670787943594199,0.04504504504504505,1.1971740834973519,0.00027517809317607086,1.0077688486947047,91
brown bread,pork,0.03762614448974136,0.037091492347791216,0.001670787943594199,0.044404973357015994,1.1971740834973519,0.00027517809317607086,1.007653326781029,92
domestic eggs,coffee,0.037091492347791216,0.03161130789280225,0.001403461872619127,0.03783783783783784,1.1969716016227645,0.0002309512878095805,1.0064713934822,93
coffee,domestic eggs,0.03161130789280225,0.037091492347791216,0.001403461872619127,0.04439746300211416,1.1969716016227643,0.0002309512878095805,1.0076454073440149,94
citrus fruit,napkins,0.05313105660629553,0.022121232373187194,0.001403461872619127,0.02641509433962264,1.1941059111896482,0.00022813742319830106,1.0044103620973077,95
napkins,citrus fruit,0.022121232373187194,0.05313105660629553,0.001403461872619127,0.0634441087613293,1.1941059111896482,0.00022813742319830106,1.011011678268762,96
butter,fruit/vegetable juice,0.03522020985096572,0.03401724253157789,0.001403461872619127,0.039848197343453504,1.1714117423381039,0.00020536745210575748,1.0060729509601944,97
fruit/vegetable juice,butter,0.03401724253157789,0.03522020985096572,0.001403461872619127,0.0412573673870334,1.1714117423381039,0.00020536745210575748,1.00629695324971,98
soda,beverages,0.09710619528169484,0.016574216400454454,0.001871282496825503,0.019270474879559536,1.1626778855760054,0.00026182340240190347,1.0027492375930807,99
beverages,soda,0.016574216400454454,0.09710619528169484,0.001871282496825503,0.11290322580645162,1.1626778855760054,0.00026182340240190347,1.0178075616824531,100
red/blush wine,rolls/buns,0.01049254828577157,0.11000467820624206,0.0013366303548753592,0.12738853503184713,1.158028341240297,0.0001824009571356009,1.0199216461432117,101
rolls/buns,red/blush wine,0.11000467820624206,0.01049254828577157,0.0013366303548753592,0.012150668286755772,1.1580283412402967,0.0001824009571356009,1.001678515080947,102
pip fruit,chocolate,0.049054334023925686,0.02359152576355009,0.0013366303548753592,0.027247956403269755,1.1549891548502134,0.0001793637699361247,1.0037588516660423,103
chocolate,pip fruit,0.02359152576355009,0.049054334023925686,0.0013366303548753592,0.056657223796033995,1.1549891548502134,0.0001793637699361247,1.0080595197884512,104
"sausage, whole milk",rolls/buns,0.008955423377664907,0.11000467820624206,0.0011361358016440553,0.12686567164179105,1.1532752398396837,0.0001509973347833698,1.0193108813706289,105
rolls/buns,"sausage, whole milk",0.11000467820624206,0.008955423377664907,0.0011361358016440553,0.010328068043742407,1.1532752398396837,0.0001509973347833698,1.0013869693802109,106
"rolls/buns, soda",other vegetables,0.008086613646995923,0.12210118291786407,0.0011361358016440553,0.14049586776859505,1.150651160055549,0.00014875070954611025,1.0214015083359465,107
other vegetables,"rolls/buns, soda",0.12210118291786407,0.008086613646995923,0.0011361358016440553,0.009304871373836891,1.1506511600555487,0.00014875070954611025,1.0012296999264854,108
meat,root vegetables,0.016841542471429525,0.06957160997126245,0.0013366303548753592,0.07936507936507937,1.140768186877697,0.00016493713073861284,1.0106377339967323,109
root vegetables,meat,0.06957160997126245,0.016841542471429525,0.0013366303548753592,0.019212295869356386,1.1407681868776969,0.00016493713073861284,1.002417193229424,110
whole milk,"sausage, soda",0.15792287642852368,0.005948005079195348,0.0010693042839002875,0.006771053745239104,1.138373901011379,0.0001299782127822893,1.0008286595644915,111
"sausage, soda",whole milk,0.005948005079195348,0.15792287642852368,0.0010693042839002875,0.17977528089887643,1.138373901011379,0.0001299782127822893,1.0266419725734437,112
salty snack,canned beer,0.018779656485998796,0.04691572545612511,0.0010024727661565194,0.053380782918149475,1.137801502570186,0.00012141155829906072,1.006829628371537,113
canned beer,salty snack,0.04691572545612511,0.018779656485998796,0.0010024727661565194,0.021367521367521368,1.137801502570186,0.00012141155829906072,1.0026443684815558,114
whipped/sour cream,curd,0.043707812604424245,0.03368308494285905,0.001670787943594199,0.03822629969418961,1.1348811950876174,0.00019857397897281174,1.0047237876746742,115
curd,whipped/sour cream,0.03368308494285905,0.043707812604424245,0.001670787943594199,0.04960317460317461,1.1348811950876172,0.00019857397897281174,1.0062030531260338,116
domestic eggs,white bread,0.037091492347791216,0.023992514870012697,0.0010024727661565194,0.02702702702702703,1.126477452382745,0.00011255458445117654,1.0031188041613757,117
white bread,domestic eggs,0.023992514870012697,0.037091492347791216,0.0010024727661565194,0.04178272980501393,1.126477452382745,0.00011255458445117654,1.0048957972300667,118
sausage,misc. beverages,0.06034886052262247,0.01577223818752924,0.0010693042839002875,0.017718715393134,1.1234116035062036,0.00011746768139150562,1.0019815884066077,119
misc. beverages,sausage,0.01577223818752924,0.06034886052262247,0.0010693042839002875,0.06779661016949153,1.1234116035062034,0.00011746768139150562,1.0079894041666415,120
frankfurter,cream cheese ,0.037759807525228894,0.023658357281293858,0.0010024727661565194,0.026548672566371685,1.1221688915554224,0.00010913774885176579,1.00296914206558,121
cream cheese ,frankfurter,0.023658357281293858,0.037759807525228894,0.0010024727661565194,0.04237288135593221,1.1221688915554224,0.00010913774885176579,1.0048171921417963,122
pork,margarine,0.037091492347791216,0.03221279155249616,0.0013366303548753592,0.036036036036036036,1.1186871518821726,0.0001418098435049546,1.0039661695109618,123
margarine,pork,0.03221279155249616,0.037091492347791216,0.0013366303548753592,0.04149377593360996,1.1186871518821726,0.0001418098435049546,1.0045928586328239,124
margarine,chicken,0.03221279155249616,0.027868742899151238,0.0010024727661565194,0.03112033195020747,1.1166751246305862,0.00010474276031605318,1.0033560298128674,125
chicken,margarine,0.027868742899151238,0.03221279155249616,0.0010024727661565194,0.03597122302158274,1.1166751246305862,0.00010474276031605318,1.0038986714492764,126
frankfurter,other vegetables,0.037759807525228894,0.12210118291786407,0.005146026866270133,0.13628318584070798,1.1161495948191098,0.0005355097006888195,1.0164197369905876,127
other vegetables,frankfurter,0.12210118291786407,0.037759807525228894,0.005146026866270133,0.042145593869731796,1.1161495948191096,0.0005355097006888195,1.0045787609436612,128
whole milk,semi-finished bread,0.15792287642852368,0.009490075519615051,0.001670787943594199,0.0105797714769361,1.1148247930239075,0.0001720879200126737,1.00110134796713,129
semi-finished bread,whole milk,0.009490075519615051,0.15792287642852368,0.001670787943594199,0.176056338028169,1.1148247930239072,0.0001720879200126737,1.0220081328816208,130
"rolls/buns, whole milk",yogurt,0.013967787208447505,0.08587850030074183,0.0013366303548753592,0.09569377990430622,1.1142926293448514,0.00013709773689400228,1.0108539335298676,131
yogurt,"rolls/buns, whole milk",0.08587850030074183,0.013967787208447505,0.0013366303548753592,0.01556420233463035,1.1142926293448512,0.00013709773689400228,1.0016216548910237,132
white bread,brown bread,0.023992514870012697,0.03762614448974136,0.0010024727661565194,0.04178272980501393,1.1104706679794378,9.97269349851536e-05,1.0043378317679734,133
brown bread,white bread,0.03762614448974136,0.023992514870012697,0.0010024727661565194,0.026642984014209593,1.1104706679794378,9.97269349851536e-05,1.0027230184820854,134
beef,curd,0.03395041101383412,0.03368308494285905,0.0012697988371315912,0.03740157480314961,1.110396356705412,0.00012624425910763896,1.0038629710614062,135
curd,beef,0.03368308494285905,0.03395041101383412,0.0012697988371315912,0.037698412698412696,1.1103963567054118,0.00012624425910763896,1.0038948306165518,136
sausage,yogurt,0.06034886052262247,0.08587850030074183,0.005747510525964045,0.09523809523809523,1.1089864739670185,0.0005648408894225838,1.0103448154570749,137
yogurt,sausage,0.08587850030074183,0.06034886052262247,0.005747510525964045,0.0669260700389105,1.1089864739670185,0.0005648408894225838,1.007048969331468,138
"other vegetables, rolls/buns",soda,0.010559379803515338,0.09710619528169484,0.0011361358016440553,0.10759493670886075,1.108013102529032,0.00011075460439031039,1.0117533414573916,139
soda,"other vegetables, rolls/buns",0.09710619528169484,0.010559379803515338,0.0011361358016440553,0.011699931176875431,1.108013102529032,0.00011075460439031039,1.0011540537224877,140
frozen vegetables,bottled beer,0.028002405934638777,0.04531176903027468,0.001403461872619127,0.05011933174224343,1.1060996472849387,0.00013462332261678176,1.0050612280811932,141
bottled beer,frozen vegetables,0.04531176903027468,0.028002405934638777,0.001403461872619127,0.030973451327433624,1.1060996472849387,0.00013462332261678176,1.0030660103140259,142
root vegetables,frozen vegetables,0.06957160997126245,0.028002405934638777,0.002138608567800575,0.030739673390970224,1.0977511526231203,0.00019043610385892102,1.0028240787136184,143
frozen vegetables,root vegetables,0.028002405934638777,0.06957160997126245,0.002138608567800575,0.07637231503579953,1.0977511526231203,0.00019043610385892102,1.0073630372662559,144
rolls/buns,"whole milk, yogurt",0.11000467820624206,0.011160863463209249,0.0013366303548753592,0.012150668286755772,1.0886853267947703,0.0001088831611012215,1.0010019795446234,145
"whole milk, yogurt",rolls/buns,0.011160863463209249,0.11000467820624206,0.0013366303548753592,0.11976047904191618,1.0886853267947703,0.0001088831611012215,1.0110831206772626,146
bottled beer,fruit/vegetable juice,0.04531176903027468,0.03401724253157789,0.001670787943594199,0.03687315634218289,1.083954888699573,0.0001294065069565053,1.0029652520116237,147
fruit/vegetable juice,bottled beer,0.03401724253157789,0.04531176903027468,0.001670787943594199,0.049115913555992145,1.083954888699573,0.0001294065069565053,1.0040006395941945,148
"rolls/buns, yogurt",whole milk,0.007819287576020852,0.15792287642852368,0.0013366303548753592,0.17094017094017094,1.0824281751069733,0.00010178596924832772,1.0157012727614716,149
whole milk,"rolls/buns, yogurt",0.15792287642852368,0.007819287576020852,0.0013366303548753592,0.008463817181548879,1.082428175106973,0.00010178596924832772,1.000650031352054,150
frankfurter,brown bread,0.037759807525228894,0.03762614448974136,0.0015371249081066632,0.04070796460176992,1.0819063487322973,0.00011636893425757771,1.003212598456266,151
brown bread,frankfurter,0.03762614448974136,0.037759807525228894,0.0015371249081066632,0.04085257548845471,1.081906348732297,0.00011636893425757771,1.003224496969067,152
rolls/buns,chocolate,0.11000467820624206,0.02359152576355009,0.002806923745238254,0.02551640340218712,1.0815919096513482,0.00021174554522465769,1.0019752796715689,153
chocolate,rolls/buns,0.02359152576355009,0.11000467820624206,0.002806923745238254,0.11898016997167138,1.081591909651348,0.00021174554522465769,1.0101876160552943,154
hamburger meat,bottled beer,0.021853906302212123,0.04531176903027468,0.0010693042839002875,0.0489296636085627,1.0798444787240762,7.906512912518766e-05,1.0038040242028945,155
bottled beer,hamburger meat,0.04531176903027468,0.021853906302212123,0.0010693042839002875,0.02359882005899705,1.079844478724076,7.906512912518766e-05,1.001787086898943,156
citrus fruit,frozen vegetables,0.05313105660629553,0.028002405934638777,0.001603956425850431,0.030188679245283016,1.0780744810194982,0.00011615901102467229,1.0022543285109755,157
frozen vegetables,citrus fruit,0.028002405934638777,0.05313105660629553,0.001603956425850431,0.05727923627684964,1.0780744810194982,0.00011615901102467229,1.0044002209669927,158
dessert,shopping bags,0.02359152576355009,0.04758404063356279,0.0012029673193878234,0.0509915014164306,1.0716093197950156,8.038719884731244e-05,1.0035905482279175,159
shopping bags,dessert,0.04758404063356279,0.02359152576355009,0.0012029673193878234,0.025280898876404497,1.0716093197950156,8.038719884731244e-05,1.0017331897065596,160
shopping bags,cream cheese ,0.04758404063356279,0.023658357281293858,0.0012029673193878234,0.025280898876404497,1.0685821748238433,7.720708519139033e-05,1.0016646248065113,161
cream cheese ,shopping bags,0.023658357281293858,0.04758404063356279,0.0012029673193878234,0.05084745762711865,1.068582174823843,7.720708519139033e-05,1.0034382429039248,162
rolls/buns,"other vegetables, soda",0.11000467820624206,0.009690570072846355,0.0011361358016440553,0.010328068043742407,1.0657853940587423,7.012775914555232e-05,1.0006441508042325,163
"other vegetables, soda",rolls/buns,0.009690570072846355,0.11000467820624206,0.0011361358016440553,0.11724137931034483,1.0657853940587423,7.012775914555232e-05,1.0081978254694914,164
domestic eggs,newspapers,0.037091492347791216,0.038895943326872955,0.0015371249081066632,0.04144144144144145,1.0654437943097739,9.44163238378341e-05,1.0026555478450856,165
newspapers,domestic eggs,0.038895943326872955,0.037091492347791216,0.0015371249081066632,0.03951890034364261,1.0654437943097737,9.44163238378341e-05,1.002527283459008,166
root vegetables,grapes,0.06957160997126245,0.01443560783265388,0.0010693042839002875,0.015369836695485112,1.064716974419184,6.499580606879047e-05,1.0009488119475194,167
grapes,root vegetables,0.01443560783265388,0.06957160997126245,0.0010693042839002875,0.07407407407407408,1.064716974419184,6.499580606879047e-05,1.0048626612310365,168
bottled water,beverages,0.06068301811134131,0.016574216400454454,0.0010693042839002875,0.01762114537444934,1.0631661219269577,6.353080989021979e-05,1.0010657079690441,169
beverages,bottled water,0.016574216400454454,0.06068301811134131,0.0010693042839002875,0.06451612903225808,1.0631661219269577,6.353080989021979e-05,1.0040974633982214,170
pip fruit,berries,0.049054334023925686,0.021787074784468355,0.0011361358016440553,0.02316076294277929,1.0630506009595293,6.738535776249594e-05,1.0014062581704326,171
berries,pip fruit,0.021787074784468355,0.049054334023925686,0.0011361358016440553,0.05214723926380368,1.063050600959529,6.738535776249594e-05,1.0032630650750818,172
UHT-milk,tropical fruit,0.021386085678005748,0.0677671589921807,0.0015371249081066632,0.07187500000000001,1.0606169871794875,8.785063974484889e-05,1.0044259566414215,173
tropical fruit,UHT-milk,0.0677671589921807,0.021386085678005748,0.0015371249081066632,0.022682445759368838,1.0606169871794873,8.785063974484889e-05,1.0013264471468237,174
rolls/buns,detergent,0.11000467820624206,0.008621265788946068,0.0010024727661565194,0.00911300121506683,1.0570374975274803,5.4093197313023734e-05,1.0004962578242764,175
detergent,rolls/buns,0.008621265788946068,0.11000467820624206,0.0010024727661565194,0.11627906976744186,1.0570374975274803,5.4093197313023734e-05,1.0070999693981997,176
frankfurter,butter,0.037759807525228894,0.03522020985096572,0.001403461872619127,0.03716814159292035,1.0553072156638847,7.355352764849095e-05,1.002023127636405,177
butter,frankfurter,0.03522020985096572,0.037759807525228894,0.001403461872619127,0.039848197343453504,1.0553072156638847,7.355352764849095e-05,1.0021750621229335,178
